timestamp,event_type,source,severity_level,anomaly_label
2024-08-06 02:07:18,file_modification,application,high,0
2024-08-03 08:26:22,file_modification,system,low,0
2024-08-03 11:59:56,user_creation,user,low,0
2024-08-23 12:08:16,file_modification,user,high,0
2024-08-05 07:11:05,process_start,user,low,0
2024-08-05 01:33:32,process_start,system,low,0
2024-08-01 15:53:44,file_modification,application,low,0
2024-08-05 19:04:01,user_creation,system,low,0
2024-08-20 16:29:10,process_start,system,low,0
2024-08-25 12:15:39,file_modification,system,low,0
2024-08-14 11:10:54,process_start,system,medium,0
2024-08-11 18:27:17,process_start,user,high,0
2024-08-19 21:46:06,user_creation,user,medium,0
2024-08-12 23:46:39,file_modification,application,medium,0
2024-08-30 09:11:37,file_modification,system,low,0
2024-08-26 14:02:36,user_creation,user,low,0
2024-08-28 23:27:58,user_creation,user,high,0
2024-08-08 16:59:41,user_creation,application,medium,0
2024-08-30 11:29:03,user_creation,user,high,0
2024-08-29 18:15:36,file_modification,application,low,0
2024-08-01 02:30:21,user_creation,application,high,0
2024-08-02 03:54:26,file_modification,system,high,0
2024-08-01 23:11:21,process_start,system,high,0
2024-08-27 23:07:02,user_creation,application,high,0
2024-08-08 12:23:04,process_start,system,medium,0
2024-08-02 16:36:42,user_creation,user,medium,1
2024-08-07 19:58:33,file_modification,user,low,0
2024-08-17 15:17:53,process_start,system,high,0
2024-08-15 16:58:58,file_modification,system,medium,0
2024-08-14 11:26:26,process_start,system,high,0
2024-08-22 19:51:27,user_creation,user,high,0
2024-08-09 21:20:01,user_creation,application,medium,0
2024-08-28 19:59:30,user_creation,user,medium,0
2024-08-24 23:59:43,process_start,user,low,0
2024-08-28 10:43:29,file_modification,user,high,0
2024-08-28 06:00:23,file_modification,application,high,0
2024-08-26 02:55:44,file_modification,application,low,0
2024-08-01 00:12:43,file_modification,application,high,0
2024-08-04 03:34:36,file_modification,system,high,0
2024-08-28 17:18:18,process_start,system,high,0
2024-08-14 23:49:04,file_modification,user,low,0
2024-08-28 12:36:50,process_start,system,medium,0
2024-08-17 04:50:05,user_creation,application,high,0
2024-08-24 13:29:57,process_start,application,medium,0
2024-08-27 11:49:37,file_modification,system,high,0
2024-08-05 14:07:20,process_start,user,medium,0
2024-08-09 09:23:39,file_modification,application,medium,0
2024-08-19 01:46:01,file_modification,user,high,0
2024-08-28 12:17:40,file_modification,user,medium,0
2024-08-27 23:55:03,process_start,application,high,0
2024-08-07 05:15:17,process_start,user,medium,0
2024-08-22 21:56:19,user_creation,system,medium,0
2024-08-04 19:22:19,process_start,user,high,0
2024-08-04 07:52:38,user_creation,user,high,0
2024-08-01 23:22:33,user_creation,system,low,0
2024-08-02 08:51:54,user_creation,application,low,0
2024-08-30 11:58:55,process_start,application,high,0
2024-08-21 14:56:28,file_modification,application,high,0
2024-08-03 12:27:10,user_creation,system,high,0
2024-08-10 06:34:07,process_start,user,high,0
2024-08-30 12:59:22,user_creation,user,high,0
2024-08-18 19:58:36,user_creation,user,medium,0
2024-08-08 03:29:08,file_modification,application,low,0
2024-08-22 14:23:11,user_creation,user,low,0
2024-08-26 19:50:08,file_modification,system,medium,0
2024-08-15 05:57:11,file_modification,user,low,0
2024-08-19 16:25:13,user_creation,application,low,0
2024-08-29 01:14:14,user_creation,application,high,0
2024-08-08 10:05:01,process_start,user,medium,0
2024-08-10 13:17:18,file_modification,system,medium,0
2024-08-08 10:40:24,user_creation,user,low,0
2024-08-23 06:25:08,file_modification,application,low,0
2024-08-26 00:52:12,user_creation,system,medium,0
2024-08-17 22:41:41,process_start,user,high,0
2024-08-10 10:54:22,user_creation,system,low,0
2024-08-27 00:41:41,file_modification,user,medium,0
2024-08-19 22:35:20,process_start,user,low,0
2024-08-15 20:35:29,file_modification,application,medium,0
2024-08-19 20:41:33,user_creation,application,medium,0
2024-08-20 07:50:06,user_creation,system,low,0
2024-08-09 05:02:21,file_modification,system,high,0
2024-08-05 13:13:13,user_creation,system,low,0
2024-08-07 15:01:48,process_start,application,high,0
2024-08-20 09:51:12,process_start,application,low,0
2024-08-25 00:08:06,file_modification,application,medium,0
2024-08-11 16:50:52,file_modification,application,low,0
2024-08-07 10:51:10,process_start,application,high,0
2024-08-16 10:27:22,process_start,application,high,0
2024-08-13 00:14:17,file_modification,system,low,0
2024-08-15 10:45:44,user_creation,user,high,0
2024-08-29 16:07:09,file_modification,system,low,0
2024-08-21 11:55:53,file_modification,system,low,0
2024-08-07 07:15:35,file_modification,user,high,0
2024-08-03 06:39:39,user_creation,system,medium,0
2024-08-17 02:33:46,file_modification,user,medium,0
2024-08-30 05:12:16,file_modification,system,high,0
2024-08-26 01:41:10,process_start,user,high,0
2024-08-27 05:57:17,file_modification,user,high,0
2024-08-24 23:16:57,user_creation,system,high,0
2024-08-16 03:03:25,process_start,application,low,0
2024-08-03 12:17:05,file_modification,system,medium,0
2024-08-16 22:40:41,user_creation,application,low,0
2024-08-22 23:08:07,file_modification,user,low,0
2024-08-17 11:06:33,process_start,system,medium,0
2024-08-20 20:56:12,user_creation,system,high,0
2024-08-26 10:05:06,file_modification,system,medium,0
2024-08-07 21:14:32,user_creation,application,medium,0
2024-08-01 05:16:47,user_creation,user,medium,0
2024-08-19 23:26:51,file_modification,system,medium,0
2024-08-22 07:46:48,process_start,system,medium,0
2024-08-07 02:22:11,process_start,user,high,0
2024-08-03 00:18:00,file_modification,application,low,0
2024-08-18 04:17:56,user_creation,user,medium,0
2024-08-04 01:44:47,file_modification,system,low,0
2024-08-10 10:24:07,user_creation,system,low,0
2024-08-25 06:01:41,user_creation,system,medium,0
2024-08-11 09:32:17,process_start,application,low,0
2024-08-29 11:43:35,process_start,system,medium,0
2024-08-13 10:01:48,user_creation,application,medium,0
2024-08-15 02:44:55,process_start,system,medium,0
2024-08-15 15:35:20,process_start,system,low,0
2024-08-06 07:17:50,process_start,user,medium,0
2024-08-25 08:14:50,process_start,system,medium,0
2024-08-19 19:56:20,file_modification,application,low,0
2024-08-07 23:55:35,file_modification,application,low,0
2024-08-21 06:16:27,process_start,user,medium,0
2024-08-27 12:06:27,file_modification,system,medium,0
2024-08-30 15:17:36,process_start,user,high,0
2024-08-26 13:18:33,user_creation,application,medium,0
2024-08-27 03:24:04,process_start,user,medium,0
2024-08-30 22:43:29,file_modification,user,low,0
2024-08-16 23:25:46,process_start,application,medium,0
2024-08-12 17:11:06,file_modification,user,low,0
2024-08-06 04:40:55,user_creation,system,low,1
2024-08-05 01:26:54,file_modification,system,high,0
2024-08-15 08:31:32,user_creation,system,medium,0
2024-08-27 19:42:01,process_start,system,high,0
2024-08-14 05:16:23,file_modification,system,medium,0
2024-08-28 10:58:37,user_creation,system,high,0
2024-08-04 20:13:53,file_modification,system,high,0
2024-08-02 09:59:12,process_start,application,low,0
2024-08-28 12:46:13,user_creation,application,high,0
2024-08-20 11:18:15,process_start,system,low,0
2024-08-26 07:11:54,user_creation,user,low,0
2024-08-29 13:15:06,file_modification,system,high,0
2024-08-10 20:02:49,file_modification,system,high,0
2024-08-18 23:52:27,process_start,application,medium,1
2024-08-30 10:12:18,user_creation,system,low,0
2024-08-27 14:19:47,file_modification,system,high,0
2024-08-22 14:14:06,user_creation,application,low,0
2024-08-01 12:48:31,process_start,application,high,0
2024-08-26 23:14:22,file_modification,system,high,0
2024-08-01 15:15:23,user_creation,system,medium,0
2024-08-30 19:58:46,user_creation,system,low,0
2024-08-23 08:16:06,process_start,user,high,0
2024-08-07 00:25:33,user_creation,user,medium,0
2024-08-06 02:07:03,file_modification,application,high,0
2024-08-07 09:48:55,user_creation,system,medium,0
2024-08-16 08:19:08,user_creation,user,high,0
2024-08-05 23:51:25,process_start,application,high,0
2024-08-04 23:01:43,file_modification,user,medium,0
2024-08-18 12:10:10,file_modification,user,low,0
2024-08-04 08:11:39,file_modification,system,medium,0
2024-08-19 21:24:34,user_creation,user,low,0
2024-08-18 10:31:40,file_modification,system,high,0
2024-08-26 12:11:05,file_modification,system,medium,0
2024-08-20 14:53:22,process_start,application,high,0
2024-08-18 11:17:21,file_modification,application,low,0
2024-08-10 14:36:15,user_creation,application,high,0
2024-08-01 22:05:54,file_modification,system,medium,0
2024-08-07 06:16:38,file_modification,user,medium,0
2024-08-02 15:12:30,user_creation,application,high,0
2024-08-18 15:17:48,process_start,system,medium,0
2024-08-26 21:28:15,file_modification,user,low,0
2024-08-08 11:06:38,process_start,user,high,0
2024-08-09 19:27:51,process_start,system,medium,0
2024-08-12 00:07:39,user_creation,user,high,0
2024-08-16 18:36:52,process_start,system,high,0
2024-08-23 10:26:48,file_modification,system,low,0
2024-08-12 16:37:37,user_creation,user,low,0
2024-08-29 08:49:27,file_modification,application,high,0
2024-08-15 05:20:33,file_modification,system,high,0
2024-08-19 17:23:53,process_start,system,low,0
2024-08-08 17:11:25,file_modification,application,low,0
2024-08-08 03:15:40,user_creation,user,low,0
2024-08-18 12:12:13,process_start,system,low,0
2024-08-18 09:46:09,user_creation,system,medium,0
2024-08-22 22:04:54,user_creation,user,low,0
2024-08-02 00:12:52,file_modification,user,low,0
2024-08-30 20:18:30,file_modification,application,low,0
2024-08-07 23:03:23,file_modification,system,low,0
2024-08-13 16:22:57,user_creation,user,medium,0
2024-08-22 11:02:53,user_creation,application,medium,0
2024-08-07 12:23:35,process_start,user,high,0
2024-08-23 14:16:39,user_creation,system,low,0
2024-08-27 04:44:24,file_modification,user,high,0
2024-08-14 21:41:08,process_start,user,medium,0
2024-08-28 06:42:33,user_creation,system,medium,0
2024-08-14 21:03:09,process_start,user,medium,0
2024-08-16 12:04:39,user_creation,system,low,0
2024-08-23 13:55:39,user_creation,application,high,0
2024-08-27 19:54:11,file_modification,application,medium,0
2024-08-06 10:07:50,file_modification,application,high,0
2024-08-06 12:13:47,file_modification,application,high,0
2024-08-12 05:08:57,process_start,system,low,0
2024-08-01 19:07:20,file_modification,system,high,0
2024-08-19 00:40:45,user_creation,application,low,0
2024-08-30 10:11:05,file_modification,system,low,0
2024-08-04 01:08:41,file_modification,user,high,0
2024-08-27 06:51:28,user_creation,user,medium,0
2024-08-05 07:36:00,process_start,system,medium,0
2024-08-19 20:56:31,process_start,system,medium,0
2024-08-14 12:59:11,file_modification,user,high,0
2024-08-07 08:53:50,user_creation,user,low,0
2024-08-17 05:06:35,file_modification,system,low,0
2024-08-07 11:47:24,file_modification,application,high,0
2024-08-25 08:21:23,file_modification,user,medium,0
2024-08-04 22:20:46,process_start,application,high,0
2024-08-27 15:47:35,file_modification,application,high,0
2024-08-19 20:28:23,file_modification,application,high,0
2024-08-21 10:32:43,process_start,user,medium,0
2024-08-24 20:10:46,file_modification,user,medium,0
2024-08-20 14:21:07,file_modification,application,high,0
2024-08-01 09:42:22,file_modification,application,low,0
2024-08-11 13:41:18,user_creation,user,high,0
2024-08-12 14:21:52,file_modification,system,low,0
2024-08-09 11:26:12,user_creation,application,medium,0
2024-08-14 00:30:44,process_start,application,low,0
2024-08-23 13:09:34,user_creation,application,high,0
2024-08-11 23:27:01,process_start,user,medium,0
2024-08-09 04:27:52,file_modification,user,medium,0
2024-08-03 00:37:48,user_creation,user,low,0
2024-08-23 19:04:22,file_modification,system,low,0
2024-08-24 14:29:05,user_creation,system,medium,0
2024-08-06 10:32:32,user_creation,user,low,0
2024-08-11 22:59:48,file_modification,system,low,0
2024-08-29 19:25:00,process_start,system,medium,0
2024-08-11 08:01:11,user_creation,application,low,0
2024-08-05 08:42:24,user_creation,user,low,0
2024-08-04 00:35:16,file_modification,user,low,0
2024-08-11 19:01:54,user_creation,user,high,0
2024-08-26 10:00:33,file_modification,system,low,0
2024-08-08 17:58:10,process_start,user,low,0
2024-08-21 17:52:21,user_creation,user,high,0
2024-08-28 03:49:10,user_creation,application,high,0
2024-08-27 22:58:10,process_start,user,high,0
2024-08-03 17:47:12,file_modification,user,high,0
2024-08-07 22:27:28,file_modification,user,medium,0
2024-08-20 06:24:19,user_creation,user,low,0
2024-08-03 18:49:37,user_creation,system,medium,0
2024-08-05 23:19:39,process_start,application,medium,0
2024-08-06 21:37:08,process_start,user,medium,0
2024-08-23 10:49:38,process_start,system,high,0
2024-08-29 14:42:34,process_start,system,low,0
2024-08-28 22:57:34,file_modification,system,high,1
2024-08-10 12:57:29,file_modification,application,high,0
2024-08-24 21:19:44,file_modification,user,high,0
2024-08-25 07:40:06,process_start,application,low,0
2024-08-30 00:49:14,process_start,user,medium,0
2024-08-21 05:26:57,user_creation,user,high,0
2024-08-13 05:00:08,process_start,system,medium,0
2024-08-12 02:27:37,process_start,system,high,0
2024-08-04 13:05:14,process_start,application,high,0
2024-08-30 12:12:40,process_start,system,low,0
2024-08-14 15:30:59,process_start,application,medium,0
2024-08-23 18:59:20,user_creation,user,low,0
2024-08-22 17:37:27,user_creation,application,low,1
2024-08-08 12:04:41,file_modification,system,high,0
2024-08-09 13:22:51,file_modification,user,high,0
2024-08-07 21:23:10,process_start,system,medium,0
2024-08-09 08:24:39,process_start,system,high,0
2024-08-06 00:30:56,user_creation,system,low,0
2024-08-05 20:13:45,process_start,application,low,0
2024-08-07 10:55:15,file_modification,application,high,0
2024-08-25 15:21:51,process_start,application,high,0
2024-08-03 06:14:51,user_creation,system,medium,0
2024-08-09 15:45:21,file_modification,application,medium,1
2024-08-16 09:50:08,user_creation,application,high,0
2024-08-30 10:28:37,user_creation,user,high,0
2024-08-12 20:38:21,user_creation,system,low,0
2024-08-05 19:50:53,process_start,user,high,0
2024-08-23 01:10:28,user_creation,user,medium,0
2024-08-10 14:23:17,file_modification,system,low,0
2024-08-24 05:25:45,user_creation,application,low,0
2024-08-08 04:55:23,process_start,system,low,0
2024-08-05 15:13:32,process_start,application,high,1
2024-08-16 01:20:31,process_start,application,medium,0
2024-08-02 21:08:31,process_start,application,medium,0
2024-08-01 06:39:43,file_modification,system,medium,0
2024-08-17 02:49:38,process_start,system,low,0
2024-08-25 20:50:00,process_start,user,medium,0
2024-08-04 14:55:11,file_modification,user,high,0
2024-08-14 01:25:31,file_modification,user,medium,0
2024-08-03 11:27:12,user_creation,application,medium,0
2024-08-10 11:38:44,process_start,system,low,0
2024-08-25 15:13:00,user_creation,system,low,0
2024-08-09 05:25:39,file_modification,system,high,0
2024-08-15 07:43:53,user_creation,system,medium,0
2024-08-06 13:31:43,user_creation,system,medium,0
2024-08-02 15:53:48,file_modification,application,low,0
2024-08-27 20:44:30,user_creation,system,low,0
2024-08-28 16:13:51,file_modification,application,medium,0
2024-08-30 16:54:22,file_modification,system,low,0
2024-08-19 10:23:09,file_modification,system,medium,0
2024-08-30 10:46:56,process_start,user,medium,0
2024-08-25 13:22:06,process_start,application,high,0
2024-08-16 22:39:03,user_creation,system,medium,0
2024-08-04 05:49:02,user_creation,user,medium,0
2024-08-30 22:22:11,file_modification,application,medium,0
2024-08-02 01:31:07,file_modification,application,low,0
2024-08-08 02:04:19,file_modification,system,medium,0
2024-08-22 09:04:44,file_modification,system,high,0
2024-08-07 21:07:33,user_creation,user,low,0
2024-08-21 13:50:40,process_start,user,low,0
2024-08-01 00:09:19,user_creation,user,high,0
2024-08-30 13:10:04,process_start,user,medium,0
2024-08-14 20:21:51,process_start,application,high,0
2024-08-12 09:10:42,file_modification,user,low,0
2024-08-11 13:21:00,process_start,user,low,0
2024-08-20 20:47:26,file_modification,application,low,0
2024-08-30 10:52:26,user_creation,application,medium,0
2024-08-19 18:14:38,process_start,system,high,0
2024-08-25 11:00:53,process_start,application,low,0
2024-08-17 09:29:10,user_creation,application,low,0
2024-08-06 02:42:18,user_creation,system,medium,0
2024-08-16 02:23:46,user_creation,system,high,0
2024-08-19 00:53:18,user_creation,user,medium,0
2024-08-13 18:51:07,process_start,system,high,0
2024-08-16 18:52:35,user_creation,application,medium,0
2024-08-06 06:31:09,process_start,system,high,0
2024-08-10 19:24:59,user_creation,system,medium,0
2024-08-11 03:57:55,user_creation,application,high,0
2024-08-02 11:21:13,user_creation,user,medium,0
2024-08-12 02:10:11,file_modification,application,medium,0
2024-08-09 03:29:51,process_start,system,high,0
2024-08-22 20:45:54,user_creation,user,high,0
2024-08-04 02:44:55,process_start,system,low,0
2024-08-25 08:22:39,user_creation,system,low,0
2024-08-29 23:57:52,process_start,application,medium,0
2024-08-26 12:08:44,process_start,user,low,0
2024-08-28 05:16:03,user_creation,system,high,0
2024-08-21 13:20:44,user_creation,user,medium,0
2024-08-17 06:49:48,file_modification,application,high,0
2024-08-12 12:54:40,process_start,user,low,0
2024-08-09 10:00:04,file_modification,application,high,0
2024-08-26 13:03:00,file_modification,application,medium,0
2024-08-18 22:10:20,file_modification,system,high,0
2024-08-26 09:04:52,file_modification,application,low,0
2024-08-13 18:54:43,file_modification,user,medium,0
2024-08-16 02:20:32,process_start,user,high,1
2024-08-30 07:07:25,file_modification,application,high,0
2024-08-27 23:33:48,process_start,system,high,0
2024-08-24 04:32:12,file_modification,system,medium,0
2024-08-24 19:14:56,process_start,system,high,0
2024-08-14 21:23:59,user_creation,system,high,0
2024-08-08 12:47:05,process_start,system,medium,0
2024-08-10 17:36:47,file_modification,user,high,0
2024-08-08 01:21:45,user_creation,user,low,0
2024-08-17 05:35:55,file_modification,user,medium,0
2024-08-18 19:45:47,file_modification,system,high,0
2024-08-10 16:38:58,process_start,application,high,0
2024-08-15 02:53:20,file_modification,user,low,0
2024-08-23 09:53:39,process_start,application,low,0
2024-08-15 10:49:05,file_modification,system,high,0
2024-08-21 02:46:23,user_creation,application,medium,0
2024-08-02 07:50:31,user_creation,system,low,0
2024-08-10 08:09:02,file_modification,system,high,0
2024-08-18 06:38:08,file_modification,user,low,0
2024-08-24 09:42:13,file_modification,user,low,0
2024-08-05 12:31:08,user_creation,system,low,0
2024-08-29 23:26:47,user_creation,user,low,0
2024-08-08 20:47:01,user_creation,system,low,0
2024-08-03 13:35:59,user_creation,application,high,0
2024-08-05 21:33:38,process_start,user,low,0
2024-08-24 11:48:11,user_creation,application,low,0
2024-08-26 14:28:25,user_creation,application,high,0
2024-08-26 17:58:49,user_creation,user,low,0
2024-08-28 08:23:22,file_modification,application,high,0
2024-08-27 22:51:36,user_creation,system,low,1
2024-08-03 04:55:22,process_start,application,high,0
2024-08-13 13:18:46,file_modification,system,low,0
2024-08-07 09:57:19,user_creation,system,medium,0
2024-08-27 21:12:29,file_modification,application,low,0
2024-08-15 18:21:12,process_start,user,low,0
2024-08-27 05:49:20,user_creation,system,high,0
2024-08-20 18:52:53,process_start,user,high,0
2024-08-18 16:32:59,process_start,user,medium,0
2024-08-29 18:14:09,file_modification,user,low,0
2024-08-01 00:11:10,file_modification,user,medium,0
2024-08-24 23:00:28,user_creation,application,medium,0
2024-08-13 03:57:19,user_creation,user,high,0
2024-08-09 10:10:23,process_start,system,medium,0
2024-08-07 18:59:20,file_modification,user,medium,0
2024-08-09 07:09:25,user_creation,system,low,0
2024-08-09 22:43:55,process_start,system,low,0
2024-08-22 06:19:41,user_creation,application,medium,0
2024-08-09 06:10:17,user_creation,application,high,0
2024-08-01 21:14:55,file_modification,system,low,0
2024-08-26 11:57:00,process_start,application,medium,1
2024-08-29 13:27:18,user_creation,system,low,0
2024-08-08 13:51:18,process_start,system,high,0
2024-08-18 14:59:12,user_creation,application,high,0
2024-08-25 18:48:15,file_modification,application,medium,0
2024-08-16 14:52:27,user_creation,user,medium,0
2024-08-20 05:21:50,process_start,user,medium,0
2024-08-06 08:09:48,user_creation,system,low,0
2024-08-26 23:34:14,user_creation,application,low,0
2024-08-05 18:38:09,user_creation,application,high,0
2024-08-14 05:09:21,process_start,system,high,0
2024-08-14 22:05:36,process_start,system,high,0
2024-08-03 19:10:21,file_modification,application,high,0
2024-08-04 21:54:02,process_start,system,medium,0
2024-08-29 06:42:57,process_start,user,low,0
2024-08-05 11:16:05,user_creation,system,medium,0
2024-08-17 11:28:57,user_creation,system,low,1
2024-08-25 14:38:21,process_start,application,low,0
2024-08-15 10:42:45,file_modification,application,low,0
2024-08-02 10:49:23,process_start,system,high,0
2024-08-25 09:31:32,file_modification,user,low,0
2024-08-13 22:39:39,file_modification,application,low,0
2024-08-17 03:38:56,file_modification,application,low,0
2024-08-13 17:59:13,process_start,application,medium,0
2024-08-25 23:33:19,user_creation,system,low,0
2024-08-08 02:39:01,process_start,system,high,0
2024-08-21 19:00:20,user_creation,system,high,0
2024-08-16 09:02:41,file_modification,application,high,0
2024-08-20 08:07:47,file_modification,application,high,0
2024-08-02 02:00:46,process_start,application,high,0
2024-08-04 04:55:48,process_start,system,medium,0
2024-08-20 04:46:32,process_start,system,medium,0
2024-08-25 23:48:32,user_creation,system,medium,0
2024-08-16 22:59:51,process_start,application,medium,0
2024-08-25 10:07:21,file_modification,system,low,0
2024-08-26 03:03:35,user_creation,user,high,0
2024-08-17 13:02:40,process_start,system,medium,0
2024-08-10 12:01:17,file_modification,system,low,0
2024-08-14 03:48:14,user_creation,user,medium,0
2024-08-02 18:39:45,user_creation,application,low,0
2024-08-19 12:58:25,file_modification,system,low,0
2024-08-22 14:38:06,user_creation,user,high,0
2024-08-07 15:34:54,process_start,system,low,0
2024-08-15 01:10:23,file_modification,system,high,0
2024-08-22 11:18:12,user_creation,user,high,0
2024-08-30 12:05:56,file_modification,system,low,0
2024-08-21 12:17:42,process_start,user,low,0
2024-08-06 13:18:18,file_modification,system,low,0
2024-08-30 13:45:30,file_modification,user,low,0
2024-08-26 13:02:22,user_creation,user,medium,0
2024-08-12 16:13:00,user_creation,system,high,0
2024-08-11 16:25:52,process_start,user,high,0
2024-08-15 09:47:04,process_start,user,high,0
2024-08-13 00:04:01,user_creation,system,high,0
2024-08-21 13:38:07,file_modification,user,medium,0
2024-08-02 15:55:32,user_creation,system,low,0
2024-08-09 05:07:01,file_modification,user,low,0
2024-08-27 22:36:42,user_creation,system,high,0
2024-08-08 22:52:42,process_start,application,medium,0
2024-08-04 22:48:36,user_creation,user,high,0
2024-08-17 04:35:59,file_modification,application,high,0
2024-08-05 04:47:16,file_modification,user,high,0
2024-08-11 05:00:32,process_start,application,high,0
2024-08-08 15:15:40,file_modification,application,high,0
2024-08-14 03:57:24,process_start,user,medium,0
2024-08-09 06:14:25,user_creation,user,low,0
2024-08-22 01:02:18,file_modification,user,high,0
2024-08-10 05:07:47,user_creation,application,high,1
2024-08-09 17:08:19,process_start,system,low,0
2024-08-15 18:00:05,file_modification,system,low,0
2024-08-26 02:12:05,user_creation,application,low,0
2024-08-30 04:27:46,user_creation,user,medium,0
2024-08-18 07:00:15,process_start,user,low,0
2024-08-19 08:45:48,user_creation,system,high,0
2024-08-19 15:42:27,process_start,system,low,0
2024-08-29 14:31:34,process_start,application,low,0
2024-08-17 03:38:05,process_start,system,medium,0
2024-08-20 12:11:16,file_modification,system,high,0
2024-08-15 22:52:17,file_modification,user,medium,0
2024-08-22 03:25:50,file_modification,system,high,0
2024-08-10 03:51:14,process_start,application,low,0
2024-08-29 00:30:22,file_modification,system,medium,0
2024-08-04 00:13:28,process_start,system,high,0
2024-08-14 10:06:10,file_modification,application,medium,0
2024-08-09 07:10:14,process_start,system,low,0
2024-08-30 20:35:16,user_creation,user,medium,0
2024-08-13 13:45:39,file_modification,user,medium,0
2024-08-24 23:33:36,user_creation,user,high,0
2024-08-13 04:40:22,process_start,user,medium,0
2024-08-20 03:07:16,file_modification,application,low,0
2024-08-08 10:29:45,process_start,system,medium,0
2024-08-11 22:45:03,file_modification,user,low,0
2024-08-19 16:55:28,user_creation,user,high,0
2024-08-03 23:51:32,user_creation,system,medium,0
2024-08-30 08:43:42,file_modification,user,low,0
2024-08-11 14:02:59,process_start,application,high,0
2024-08-18 11:30:18,user_creation,user,medium,0
2024-08-14 15:48:07,file_modification,system,high,0
2024-08-13 05:19:20,process_start,system,high,0
2024-08-14 06:15:11,file_modification,application,high,0
2024-08-30 06:23:40,user_creation,system,low,0
2024-08-12 20:29:18,user_creation,application,high,0
2024-08-21 21:21:09,file_modification,application,medium,0
2024-08-10 20:10:05,file_modification,application,high,0
2024-08-04 08:59:50,user_creation,user,high,0
2024-08-22 18:39:30,process_start,application,low,0
2024-08-18 02:51:55,user_creation,system,medium,0
2024-08-14 15:52:33,file_modification,user,low,0
2024-08-22 12:47:04,user_creation,system,high,0
2024-08-02 16:30:38,user_creation,system,high,0
2024-08-13 05:35:28,process_start,system,high,0
2024-08-11 12:14:19,process_start,system,medium,0
2024-08-01 09:08:21,process_start,user,low,0
2024-08-27 17:05:54,file_modification,system,medium,0
2024-08-20 16:33:49,user_creation,system,low,0
2024-08-01 07:27:14,user_creation,user,high,0
2024-08-07 01:51:20,process_start,application,high,0
2024-08-27 05:53:15,user_creation,application,medium,0
2024-08-20 13:57:27,user_creation,system,medium,0
2024-08-26 11:19:05,file_modification,application,low,0
2024-08-21 07:05:28,user_creation,application,medium,0
2024-08-09 13:29:40,process_start,user,high,0
2024-08-16 11:25:05,file_modification,application,medium,0
2024-08-15 19:32:00,user_creation,application,high,0
2024-08-08 14:44:34,process_start,user,medium,0
2024-08-11 06:17:21,file_modification,user,medium,0
2024-08-30 14:24:41,file_modification,system,high,0
2024-08-17 20:53:13,file_modification,application,high,0
2024-08-03 19:28:28,process_start,user,high,0
2024-08-25 13:41:11,process_start,system,high,0
2024-08-16 18:53:06,process_start,user,medium,0
2024-08-17 04:01:06,file_modification,application,high,0
2024-08-01 13:10:51,process_start,system,medium,0
2024-08-05 17:21:21,process_start,user,medium,0
2024-08-11 11:52:43,process_start,system,medium,1
2024-08-06 21:44:32,user_creation,application,high,0
2024-08-21 02:55:11,user_creation,user,medium,0
2024-08-16 10:35:46,user_creation,application,medium,0
2024-08-09 20:44:59,process_start,system,low,0
2024-08-14 03:31:41,file_modification,application,low,0
2024-08-23 22:33:19,file_modification,application,high,0
2024-08-14 20:07:37,file_modification,user,low,0
2024-08-09 18:12:11,process_start,system,medium,0
2024-08-10 23:38:33,process_start,system,low,0
2024-08-29 23:54:57,file_modification,user,high,0
2024-08-11 19:40:40,file_modification,system,medium,0
2024-08-10 04:40:54,file_modification,user,high,0
2024-08-26 22:24:34,process_start,system,medium,0
2024-08-01 14:54:11,process_start,user,medium,0
2024-08-03 00:06:03,file_modification,system,medium,0
2024-08-28 22:58:02,file_modification,user,high,0
2024-08-19 09:17:34,user_creation,user,medium,0
2024-08-04 18:32:02,process_start,application,high,0
2024-08-26 00:51:06,process_start,system,low,0
2024-08-14 13:09:22,user_creation,system,high,0
2024-08-22 11:55:02,process_start,application,low,0
2024-08-28 11:37:03,process_start,user,low,0
2024-08-04 15:08:47,user_creation,system,medium,0
2024-08-27 22:34:33,user_creation,application,medium,0
2024-08-04 17:10:15,user_creation,application,high,0
2024-08-18 06:12:49,user_creation,application,medium,0
2024-08-02 03:36:45,user_creation,system,low,0
2024-08-29 21:57:23,process_start,user,medium,0
2024-08-05 06:25:00,process_start,system,low,0
2024-08-13 11:53:36,file_modification,user,high,0
2024-08-12 13:03:31,file_modification,user,high,0
2024-08-15 06:44:16,file_modification,user,medium,0
2024-08-21 22:43:50,user_creation,system,high,0
2024-08-21 13:48:12,process_start,system,medium,0
2024-08-04 18:53:57,user_creation,user,medium,0
2024-08-13 21:18:34,file_modification,user,medium,0
2024-08-04 02:14:03,user_creation,user,medium,0
2024-08-23 00:48:21,file_modification,application,low,0
2024-08-09 20:20:54,process_start,application,high,0
2024-08-06 06:45:07,user_creation,system,low,1
2024-08-20 20:15:45,file_modification,application,high,0
2024-08-12 05:07:09,user_creation,application,high,0
2024-08-21 02:48:43,user_creation,system,low,0
2024-08-12 02:01:59,file_modification,user,high,0
2024-08-02 00:00:24,process_start,application,medium,0
2024-08-26 08:20:43,file_modification,application,medium,0
2024-08-06 17:33:11,user_creation,user,medium,0
2024-08-24 15:46:43,file_modification,system,low,0
2024-08-16 02:06:01,process_start,user,high,0
