timestamp,source_ip,destination_ip,source_port,destination_port,protocol,bytes_transferred,anomaly_label
2024-08-07 07:45:39,205.14.198.109,233.119.251.249,57106,32493,ICMP,2427,0
2024-08-28 06:27:54,59.197.195.108,154.196.95.251,41775,8249,TCP,440,0
2024-08-17 19:29:03,227.91.171.163,8.212.155.89,1596,14725,ICMP,11770,0
2024-08-16 08:30:50,29.143.120.249,233.81.81.207,11737,23363,UDP,7868,0
2024-08-16 15:22:46,46.185.51.225,190.32.197.45,62839,56315,ICMP,5764,0
2024-08-28 09:23:35,70.39.6.90,75.81.123.206,60496,21793,ICMP,9899,0
2024-08-12 16:31:15,225.193.153.92,154.49.150.68,28767,60419,UDP,4487,0
2024-08-06 17:48:50,224.154.103.20,193.230.153.197,1459,44240,TCP,11461,0
2024-08-15 00:53:16,190.172.232.73,84.241.9.20,44416,64306,ICMP,9244,0
2024-08-23 14:11:28,212.94.204.194,12.172.194.29,12064,16319,ICMP,14017,0
2024-08-12 07:18:14,88.104.179.127,238.29.215.198,25022,63582,ICMP,14136,0
2024-08-06 23:16:34,4.111.58.249,116.150.92.39,43958,54202,ICMP,14533,0
2024-08-10 08:32:56,85.99.183.65,150.89.196.122,3338,22103,UDP,1596,0
2024-08-27 04:21:59,196.83.213.118,87.205.128.178,2810,8807,UDP,12477,0
2024-08-04 17:02:11,154.11.99.132,86.13.251.89,11719,14411,ICMP,4008,0
2024-08-16 07:41:36,185.134.104.109,5.51.162.75,62463,26864,TCP,10327,0
2024-08-19 13:47:33,77.145.247.69,80.37.73.70,23240,32229,UDP,10948,0
2024-08-28 06:57:59,41.184.248.205,22.26.95.7,8522,50590,ICMP,12722,0
2024-08-04 11:02:08,53.60.3.228,170.144.2.178,52478,29392,UDP,10614,0
2024-08-17 17:17:25,194.240.37.77,153.45.181.115,55709,52446,ICMP,454,0
2024-08-12 20:15:17,73.52.69.163,65.80.231.188,14340,26077,ICMP,489,0
2024-08-19 18:09:23,9.96.180.210,187.4.149.144,17973,22912,TCP,14735,0
2024-08-08 01:45:53,85.237.143.218,181.11.190.144,19294,13050,UDP,8325,0
2024-08-03 16:16:24,71.91.165.102,57.159.202.112,65119,11752,TCP,13909,0
2024-08-26 16:03:56,186.82.88.105,126.126.232.207,44926,16616,UDP,14448,0
2024-08-06 17:08:16,124.178.133.50,29.86.243.240,39839,17574,TCP,7772,0
2024-08-17 20:32:18,104.147.209.140,50.119.10.8,51584,40168,TCP,4330,0
2024-08-08 05:17:34,195.187.135.111,229.226.192.211,1793,46396,ICMP,3385,0
2024-08-13 09:03:25,54.24.158.110,186.9.4.181,19096,6992,UDP,11598,0
2024-08-16 10:30:32,138.231.218.51,75.90.119.243,63417,60132,UDP,4892,0
2024-08-13 16:33:26,226.94.238.127,139.141.217.108,39259,38103,TCP,4220,0
2024-08-06 23:04:29,55.133.205.180,218.115.70.27,14111,7887,UDP,7461,0
2024-08-18 10:07:47,76.153.55.154,99.209.87.83,1593,11100,UDP,10300,0
2024-08-14 10:45:06,4.131.7.120,93.41.74.43,40750,30153,TCP,3994,0
2024-08-16 08:26:24,5.190.145.113,208.48.13.134,63485,54259,UDP,6438,0
2024-08-10 22:05:03,180.211.30.87,97.235.99.170,13367,15108,TCP,5831,0
2024-08-06 06:26:31,173.239.74.4,172.20.126.216,39404,18894,TCP,12487,0
2024-08-07 00:52:48,124.171.206.236,11.135.8.156,59071,10174,TCP,1918,0
2024-08-16 20:21:33,244.226.131.28,51.50.239.122,32583,62463,UDP,7036,0
2024-08-30 18:48:59,194.1.4.234,167.235.42.135,48375,43485,TCP,7425,0
2024-08-26 18:51:17,34.96.14.125,151.42.160.184,53800,55039,ICMP,14085,0
2024-08-27 11:15:05,198.245.42.8,15.134.212.102,47433,65081,ICMP,4051,0
2024-08-23 05:16:41,74.61.188.151,189.176.254.131,3407,26101,ICMP,13339,0
2024-08-20 14:06:31,57.181.172.104,156.54.88.4,16561,19998,UDP,2871,0
2024-08-11 08:26:20,134.163.30.33,164.125.254.148,3406,14046,TCP,10443,0
2024-08-17 23:34:45,37.168.198.203,192.21.61.224,2174,46848,UDP,7876,0
2024-08-28 06:41:11,230.124.127.1,117.141.78.248,23206,13047,UDP,9535,0
2024-08-05 06:53:04,58.36.162.247,5.110.245.46,16501,29048,TCP,13367,0
2024-08-28 23:35:17,244.174.254.214,44.126.30.175,7199,59971,UDP,13794,0
2024-08-17 04:08:45,10.58.118.200,249.94.51.243,42854,22379,TCP,805,0
2024-08-22 02:47:50,82.238.75.234,208.186.162.220,40364,58868,TCP,11056,0
2024-08-13 20:30:17,20.34.92.166,52.171.141.66,19707,6962,ICMP,183,0
2024-08-12 01:15:32,120.168.137.150,61.49.135.247,39663,27827,ICMP,255,0
2024-08-20 16:07:06,12.251.250.185,95.252.51.146,27552,36081,TCP,6540,0
2024-08-27 10:19:51,67.47.0.216,85.7.120.91,35925,15577,UDP,14848,0
2024-08-08 14:40:58,194.245.254.22,73.135.145.207,28328,18543,TCP,592,0
2024-08-29 14:19:03,133.131.108.112,194.209.217.160,35254,51730,UDP,3458,0
2024-08-21 05:10:11,133.162.166.221,7.48.102.102,7031,40944,UDP,5590,0
2024-08-22 07:54:54,184.17.213.85,67.45.181.16,32333,11505,UDP,8648,0
2024-08-09 22:11:02,186.185.21.219,25.69.127.48,58638,11658,TCP,4484,0
2024-08-20 07:16:22,73.231.80.252,194.177.89.165,24702,3821,UDP,13564,0
2024-08-02 15:29:28,78.222.103.116,11.159.247.176,30052,57610,UDP,12150,0
2024-08-30 13:12:36,99.234.154.14,228.244.243.25,19327,12652,ICMP,12543,0
2024-08-19 13:03:20,116.249.42.154,111.133.199.215,63258,38438,UDP,9543,0
2024-08-10 01:49:26,57.65.200.52,123.252.242.113,54758,55210,UDP,14616,0
2024-08-24 09:20:27,46.215.9.215,172.247.53.6,16062,11989,TCP,13732,0
2024-08-01 05:53:44,131.8.0.104,59.198.13.150,42673,13634,ICMP,14462,0
2024-08-07 19:46:07,237.159.21.79,0.48.38.106,27376,50743,ICMP,7446,0
2024-08-16 03:16:07,196.250.240.91,171.121.170.69,27680,61007,ICMP,7613,0
2024-08-20 00:00:50,37.173.86.102,24.163.222.39,56894,4852,TCP,907,0
2024-08-28 20:13:43,43.112.140.197,211.17.174.111,22049,50129,UDP,486,0
2024-08-25 03:30:01,17.63.216.253,248.216.187.148,43504,3788,ICMP,13944,0
2024-08-01 22:55:25,133.16.125.114,248.23.236.96,42842,36514,TCP,2306,0
2024-08-18 23:04:19,239.223.97.224,3.135.200.53,36480,2149,ICMP,12897,0
2024-08-27 03:21:04,5.11.46.38,132.131.147.75,9402,25580,ICMP,10702,0
2024-08-05 11:49:38,128.216.50.61,229.31.128.44,61476,48332,TCP,795,0
2024-08-23 01:00:46,194.234.149.87,73.1.79.139,15558,41051,ICMP,7362,0
2024-08-26 19:52:38,9.74.141.221,18.22.86.102,45905,23313,TCP,6573,0
2024-08-02 16:37:55,168.83.74.183,76.126.40.195,1226,36690,UDP,5892,0
2024-08-20 12:10:30,75.77.222.154,74.248.143.199,41040,55585,UDP,3159,0
2024-08-03 16:56:09,1.249.119.151,147.182.92.147,56871,27413,ICMP,8139,0
2024-08-22 01:22:30,6.104.185.242,57.103.125.131,42908,61927,ICMP,5365,0
2024-08-20 12:07:49,116.156.199.208,182.6.13.57,19532,9191,ICMP,6640,0
2024-08-06 02:18:54,177.117.206.93,81.158.16.245,4855,28402,TCP,10939,0
2024-08-05 19:12:16,157.5.47.85,223.180.144.0,64504,38534,ICMP,14839,0
2024-08-19 07:50:56,253.205.39.26,120.12.115.18,52258,44450,TCP,13705,0
2024-08-08 03:51:27,74.124.123.53,255.31.170.234,2843,12425,UDP,14487,0
2024-08-11 15:29:46,177.219.142.224,21.25.17.206,51864,48898,TCP,418,0
2024-08-15 13:25:18,69.48.173.15,26.211.32.16,44454,63558,UDP,650,0
2024-08-26 19:33:26,130.195.10.22,74.119.7.158,39366,45636,UDP,5149,0
2024-08-27 05:31:21,85.101.159.157,132.157.187.244,51009,37842,TCP,6098,0
2024-08-10 19:28:40,38.198.60.197,183.125.104.173,20299,63981,ICMP,1597,0
2024-08-04 14:43:07,162.62.53.101,201.160.53.180,54505,7889,TCP,8238,0
2024-08-19 04:00:18,229.108.136.19,25.69.77.152,41655,18509,ICMP,13578,0
2024-08-15 09:14:41,95.220.123.87,232.56.93.16,21666,46025,TCP,10346,0
2024-08-30 10:48:47,191.192.77.84,49.70.102.154,15731,52028,TCP,11749,0
2024-08-24 02:24:43,175.111.123.65,125.26.173.32,8048,12721,ICMP,11033,0
2024-08-26 09:44:09,19.222.17.224,245.236.220.190,43136,13153,UDP,467,0
2024-08-24 00:07:12,57.34.9.88,52.214.110.173,44792,46380,UDP,1396,0
2024-08-05 20:36:55,20.27.118.230,194.5.160.57,52054,29394,ICMP,6691,0
2024-08-06 09:12:36,58.158.0.134,213.87.60.45,3479,15708,UDP,3037,0
2024-08-22 09:34:17,248.63.64.137,192.141.20.239,47866,59133,TCP,3093,0
2024-08-23 13:41:11,183.228.146.157,144.56.182.140,42257,3414,TCP,1934,0
2024-08-28 09:43:09,170.141.130.97,3.166.155.216,18186,52750,TCP,5942,0
2024-08-03 11:33:38,213.228.8.136,64.141.61.13,45923,7911,TCP,12112,0
2024-08-05 06:35:08,219.255.12.2,141.52.22.97,3706,19165,UDP,4086,0
2024-08-06 18:12:15,49.218.56.204,171.56.203.224,52917,60184,TCP,417,0
2024-08-22 23:08:01,226.150.120.228,113.210.112.198,33468,34728,TCP,10245,0
2024-08-27 19:02:53,167.181.96.187,76.108.105.90,21546,43099,UDP,13377,0
2024-08-30 03:47:36,66.200.216.80,1.208.46.228,57465,18219,TCP,1781,0
2024-08-14 19:22:03,91.98.147.111,12.238.11.39,39384,28655,UDP,14594,0
2024-08-15 16:11:49,251.139.102.132,21.199.0.151,60649,63908,TCP,11696,0
2024-08-16 14:41:17,113.214.35.75,206.177.202.163,62087,32411,TCP,2105,0
2024-08-19 21:23:32,98.16.120.78,174.48.218.152,32738,40743,UDP,46,0
2024-08-15 05:28:26,98.44.123.103,167.202.141.196,28175,61355,UDP,13159,0
2024-08-12 01:10:28,44.118.106.218,139.75.95.68,5614,54689,ICMP,487,0
2024-08-05 17:10:01,127.177.28.238,135.102.169.76,60033,8836,ICMP,6106,0
2024-08-20 19:24:23,29.223.216.220,219.59.131.66,43573,2548,ICMP,7755,0
2024-08-07 04:43:44,165.160.192.51,57.97.107.69,14906,18504,UDP,9541,0
2024-08-03 09:23:01,249.190.12.250,52.142.187.113,15244,11369,ICMP,2326,0
2024-08-20 12:46:09,102.130.120.159,244.214.17.225,34906,46020,ICMP,13628,0
2024-08-05 16:39:20,253.80.182.198,6.208.35.202,64409,33353,UDP,12585,0
2024-08-07 02:09:27,164.206.225.57,211.79.52.166,53371,54808,TCP,13238,0
2024-08-21 11:16:10,24.219.240.253,168.206.120.82,41168,53491,TCP,674,0
2024-08-24 12:01:38,190.172.173.145,246.75.109.125,5381,21303,ICMP,4361,0
2024-08-05 04:03:47,237.111.152.103,250.93.80.207,36754,56981,TCP,12375,0
2024-08-19 12:51:32,151.77.76.95,40.173.215.7,8394,45850,TCP,13768,0
2024-08-10 22:26:24,107.77.26.57,230.157.130.140,55280,44621,UDP,2423,0
2024-08-27 14:58:18,9.6.24.137,160.86.141.37,30511,48238,ICMP,368,0
2024-08-12 17:56:40,20.121.40.70,27.240.106.248,11796,33357,TCP,4312,0
2024-08-14 06:25:27,163.220.87.166,191.197.146.50,65242,26560,ICMP,8342,0
2024-08-10 08:35:43,39.118.109.33,204.204.157.40,59292,35292,UDP,5016,0
2024-08-12 16:35:37,167.4.233.47,12.66.129.13,56466,16260,UDP,6046,0
2024-08-11 18:59:16,7.152.211.15,42.149.44.169,25261,7163,UDP,3449,0
2024-08-27 18:12:49,17.109.147.88,173.40.151.81,14413,43119,TCP,4461,1
2024-08-21 22:30:59,1.136.30.131,172.29.28.156,38885,46662,ICMP,944,0
2024-08-18 21:53:14,90.108.8.200,236.173.129.206,30050,37165,UDP,4451,0
2024-08-19 09:36:43,64.73.231.222,166.86.46.81,59271,62498,ICMP,6209,0
2024-08-14 21:01:38,22.72.195.44,145.11.208.87,34128,19887,UDP,13022,0
2024-08-25 21:05:57,148.123.74.88,3.180.252.102,52011,19541,UDP,441,0
2024-08-11 11:11:15,139.203.1.223,184.62.125.206,46504,47303,TCP,6430,0
2024-08-04 02:57:46,194.113.174.235,147.51.170.66,24684,17756,TCP,1403,1
2024-08-14 19:36:19,93.148.106.216,187.147.144.178,16945,21815,ICMP,10089,0
2024-08-26 15:54:07,72.163.151.157,25.110.240.139,17203,13116,ICMP,7298,0
2024-08-05 05:02:21,110.118.210.199,253.48.153.233,14309,41809,ICMP,9186,0
2024-08-28 17:21:50,83.15.184.124,13.155.15.182,46236,62316,TCP,8333,0
2024-08-15 11:29:20,142.163.53.218,24.76.128.1,26891,46781,ICMP,8782,0
2024-08-10 13:48:52,147.3.166.99,226.86.46.79,36885,13696,ICMP,8619,0
2024-08-16 06:59:23,210.135.29.105,147.221.192.192,2050,27112,ICMP,1712,0
2024-08-29 07:51:24,158.140.221.32,46.147.0.191,1601,6697,ICMP,413,0
2024-08-05 05:46:28,221.245.64.103,238.40.11.148,60371,32661,TCP,2333,0
2024-08-23 07:06:32,82.23.14.232,86.163.183.132,11693,57901,TCP,5460,0
2024-08-09 14:47:35,190.185.85.88,165.160.198.239,30429,30673,UDP,5492,0
2024-08-02 10:53:59,239.146.97.54,186.254.244.56,53859,41583,UDP,5844,0
2024-08-10 07:05:59,181.124.242.114,27.87.33.176,12143,41707,UDP,12911,0
2024-08-24 00:51:56,97.233.62.135,251.246.247.104,37630,58136,TCP,4675,0
2024-08-03 05:10:14,15.93.76.171,110.239.210.119,6710,18976,UDP,12314,0
2024-08-19 10:49:40,16.31.30.215,71.221.20.37,50141,43514,ICMP,9202,0
2024-08-05 02:36:16,98.244.86.87,248.92.123.193,30267,19535,TCP,4678,0
2024-08-10 10:03:34,212.109.179.120,215.221.255.159,43588,30240,ICMP,2980,0
2024-08-02 08:21:08,223.243.201.254,178.81.143.55,15926,55052,TCP,4351,0
2024-08-06 18:55:49,45.147.151.83,23.168.13.79,12157,56820,TCP,1453,0
2024-08-24 03:12:05,96.248.46.25,159.29.201.110,5183,10058,UDP,5923,0
2024-08-05 22:07:44,194.136.176.95,180.110.147.69,17313,31087,ICMP,8786,1
2024-08-12 11:32:17,152.245.176.217,251.24.126.149,31675,19647,ICMP,5877,0
2024-08-30 17:22:58,96.18.161.24,163.71.43.91,9598,43680,ICMP,11875,1
2024-08-20 06:08:54,128.82.241.115,84.171.163.239,57827,32527,ICMP,10729,0
2024-08-05 08:41:32,8.125.138.156,13.11.233.230,2987,54961,TCP,6884,0
2024-08-13 03:01:26,42.32.148.120,243.201.42.55,27568,56737,ICMP,1629,0
2024-08-23 20:24:05,10.62.198.99,17.160.104.137,4989,15662,UDP,9422,0
2024-08-09 02:44:09,46.232.21.53,8.255.180.154,29915,45643,UDP,11212,0
2024-08-23 19:44:18,205.77.5.229,186.225.161.133,46151,57356,UDP,9043,0
2024-08-20 00:32:26,129.106.196.165,115.48.137.24,18819,3637,TCP,11584,0
2024-08-17 16:15:09,239.35.126.170,40.49.90.252,52713,12791,UDP,10902,0
2024-08-16 23:02:07,33.108.184.8,192.42.90.57,5123,57152,UDP,14900,0
2024-08-07 02:15:54,234.138.193.186,142.117.10.214,7512,30140,TCP,4120,0
2024-08-14 14:56:22,184.209.196.49,70.88.135.48,50420,47391,ICMP,10654,0
2024-08-07 06:00:55,175.182.48.124,134.229.182.94,28565,61317,TCP,12070,0
2024-08-18 16:29:16,147.231.242.5,177.117.229.116,63641,33303,TCP,12036,0
2024-08-24 23:31:59,81.164.61.120,113.74.166.241,16181,30935,ICMP,8644,0
2024-08-04 07:58:29,233.26.89.106,203.160.167.168,9710,6375,TCP,407,0
2024-08-20 17:35:33,120.104.96.196,23.179.199.232,14487,63148,ICMP,10954,0
2024-08-07 21:27:04,172.2.162.169,172.57.19.164,28790,47520,TCP,2570,0
2024-08-14 09:20:09,1.34.47.227,164.42.147.149,37375,2929,ICMP,9705,0
2024-08-11 15:48:29,15.166.94.87,51.166.102.148,21155,11232,TCP,5249,0
2024-08-10 20:24:37,186.142.102.97,244.16.135.58,38587,6676,ICMP,7587,0
2024-08-23 04:47:34,220.96.195.143,90.21.118.106,16465,8972,TCP,4326,0
2024-08-29 12:33:14,183.14.74.200,106.58.175.86,42423,47274,ICMP,6758,0
2024-08-25 18:00:26,185.76.137.159,126.157.0.156,19431,16415,TCP,4966,0
2024-08-11 09:42:16,29.18.31.131,179.175.77.45,25687,12033,ICMP,5211,0
2024-08-13 20:45:34,22.180.180.125,48.146.84.110,21388,19383,TCP,852,0
2024-08-27 17:11:08,67.204.215.160,170.190.72.96,17538,35104,ICMP,11185,1
2024-08-17 09:53:51,82.16.121.83,197.94.28.175,12278,23497,TCP,11633,0
2024-08-27 08:51:36,39.1.210.131,196.128.245.26,11523,3982,UDP,398,0
2024-08-19 21:51:21,218.122.206.234,51.21.164.140,17243,11069,ICMP,4044,0
2024-08-14 12:17:42,230.156.123.247,95.222.250.40,61272,63514,ICMP,12010,0
2024-08-14 04:49:35,177.139.48.46,150.200.135.179,13475,52177,ICMP,1818,0
2024-08-22 16:38:06,42.198.74.123,232.106.201.40,22482,5759,ICMP,6299,0
2024-08-29 05:28:04,29.27.34.148,45.205.245.17,29544,45707,ICMP,3429,0
2024-08-18 18:58:36,241.114.166.211,5.53.150.197,56254,29809,ICMP,7909,0
2024-08-16 03:59:18,211.38.32.39,91.28.139.77,4953,45237,TCP,10608,0
2024-08-05 16:40:55,11.168.71.132,173.137.243.101,32012,36708,TCP,14024,0
2024-08-30 02:48:09,22.128.195.215,102.214.63.189,37842,38868,UDP,3543,0
2024-08-05 03:35:36,211.14.194.118,116.82.53.214,28823,2065,TCP,13742,0
2024-08-28 03:32:26,0.88.115.89,171.252.5.143,16493,42979,UDP,14522,0
2024-08-20 21:15:22,68.253.196.52,248.202.244.123,4743,49112,TCP,2526,0
2024-08-28 04:48:14,62.148.64.162,201.180.58.220,58906,38211,TCP,14574,0
2024-08-25 00:50:18,100.91.89.146,204.168.219.38,31381,38868,TCP,563,0
2024-08-28 05:56:21,22.146.12.106,234.212.219.118,53002,48882,ICMP,55,0
2024-08-15 04:01:39,249.217.190.206,44.186.129.31,6825,55611,TCP,7851,0
2024-08-26 10:38:08,214.36.168.246,243.154.143.54,64837,63461,ICMP,13068,0
2024-08-03 12:12:32,122.85.133.249,185.229.79.238,63366,59497,UDP,6220,0
2024-08-02 04:18:42,243.12.123.37,6.3.221.108,17828,51519,UDP,7571,0
2024-08-01 06:14:31,144.69.227.35,113.204.111.86,14834,47359,ICMP,8388,0
2024-08-02 19:55:32,223.198.81.33,55.206.239.226,7205,33821,ICMP,2718,0
2024-08-09 23:29:30,160.168.9.125,59.50.179.123,45310,41853,TCP,567,0
2024-08-26 16:30:20,56.58.143.62,226.233.23.242,46626,41756,ICMP,2173,0
2024-08-05 20:02:52,170.91.143.102,199.170.108.29,3394,65290,TCP,2454,0
2024-08-25 04:09:23,64.30.238.199,188.110.86.158,62235,50662,ICMP,9916,1
2024-08-23 11:40:57,15.230.245.171,21.63.145.111,38460,50846,ICMP,1881,0
2024-08-27 20:00:55,178.218.37.242,226.55.109.206,51673,45186,TCP,6867,0
2024-08-06 08:43:27,51.192.248.142,26.34.70.171,38102,52142,ICMP,6556,0
2024-08-03 00:22:57,139.218.235.19,237.29.203.237,6377,46988,ICMP,6871,0
2024-08-25 06:10:49,24.143.38.16,97.98.174.7,5080,51927,ICMP,11465,0
2024-08-13 09:10:44,246.190.148.53,8.118.250.49,11400,19737,TCP,10478,0
2024-08-04 22:05:14,200.177.108.174,137.83.60.231,47624,39078,TCP,10874,0
2024-08-30 04:53:34,45.112.158.102,137.116.208.167,54171,64457,TCP,13350,0
2024-08-06 04:55:16,209.249.150.117,208.96.99.153,54146,24233,TCP,11297,0
2024-08-22 22:38:23,134.122.138.120,222.26.41.90,56899,53856,ICMP,13783,0
2024-08-03 09:18:48,42.25.227.100,209.215.30.82,23306,17549,ICMP,14150,0
2024-08-24 22:05:53,54.86.6.169,86.2.1.127,15694,31820,ICMP,13572,0
2024-08-22 22:12:05,161.1.150.236,59.31.173.41,4669,4561,TCP,13211,0
2024-08-19 01:52:42,195.27.57.195,132.70.217.81,22441,14322,UDP,5373,0
2024-08-06 04:55:05,22.113.28.247,132.29.115.230,54217,58398,ICMP,10875,0
2024-08-06 10:21:38,214.33.151.114,63.249.216.183,52131,20083,ICMP,7111,0
2024-08-02 09:40:56,29.119.97.147,223.239.242.111,64372,29164,ICMP,6213,0
2024-08-11 09:11:19,19.14.147.56,174.87.48.12,24580,15620,UDP,13406,0
2024-08-26 03:55:26,204.86.146.218,140.113.193.184,9391,18855,UDP,11044,0
2024-08-09 17:52:34,98.85.181.54,119.101.214.28,18277,40314,TCP,3738,0
2024-08-09 08:26:23,213.160.11.148,185.24.38.128,59498,30613,UDP,5658,0
2024-08-27 14:17:00,25.166.42.230,237.76.27.184,25545,7060,UDP,4202,0
2024-08-26 00:35:52,46.144.121.246,19.115.174.129,36596,2805,TCP,8679,0
2024-08-20 21:04:48,5.174.2.249,249.189.113.6,39263,28206,ICMP,6194,1
2024-08-24 06:08:40,112.40.43.175,86.221.229.217,53204,60502,UDP,954,0
2024-08-25 14:31:07,249.246.226.5,157.206.110.250,57043,10091,ICMP,12187,0
2024-08-02 10:02:53,67.198.200.212,228.5.244.194,49979,60998,TCP,2285,1
2024-08-27 18:58:29,37.126.244.143,34.249.202.18,18390,33142,TCP,7458,0
2024-08-08 13:50:25,215.74.156.3,1.139.14.249,30598,36957,UDP,8274,0
2024-08-20 14:55:19,217.44.164.164,84.153.238.106,41705,55230,UDP,270,0
2024-08-21 23:33:54,24.226.107.152,0.15.184.154,7045,37583,ICMP,5186,1
2024-08-19 16:11:01,250.114.64.240,228.6.196.219,54909,41229,TCP,11797,0
2024-08-07 04:58:53,48.108.125.203,33.206.251.193,13672,2384,UDP,7307,0
2024-08-28 04:53:10,61.6.54.69,76.80.123.3,62601,51756,UDP,8892,0
2024-08-12 07:58:41,156.143.216.42,253.141.58.127,51216,12882,ICMP,13556,0
2024-08-22 08:02:23,218.197.97.218,100.205.139.120,47495,52776,UDP,6027,0
2024-08-30 13:19:58,225.140.82.246,183.30.237.252,50955,46534,ICMP,7482,0
2024-08-17 01:02:24,148.213.84.155,112.147.13.61,40930,24212,TCP,14912,0
2024-08-26 21:44:15,185.92.36.123,54.140.98.14,59959,31967,TCP,2208,0
2024-08-27 09:43:42,122.227.101.152,146.250.71.18,10674,46831,UDP,11342,0
2024-08-09 04:34:18,29.213.186.35,66.61.5.30,1534,6489,ICMP,10876,0
2024-08-20 15:56:57,15.78.171.192,36.68.65.62,34610,52584,UDP,13433,0
2024-08-27 08:47:12,210.188.64.252,149.101.187.137,33285,49126,UDP,10659,0
2024-08-22 15:21:20,124.55.148.8,254.41.237.147,23264,6977,ICMP,10208,0
2024-08-07 22:46:46,7.233.233.5,34.180.129.221,16133,38365,ICMP,613,0
2024-08-24 20:25:39,137.239.253.120,34.25.39.122,8667,8817,ICMP,10148,0
2024-08-03 09:25:04,65.10.98.11,55.187.242.115,53340,48918,ICMP,14201,0
2024-08-27 03:21:55,115.198.151.243,163.153.100.116,42499,55618,ICMP,1239,0
2024-08-28 07:15:09,160.26.65.93,32.14.189.24,13748,14168,ICMP,14698,0
2024-08-02 16:20:59,185.198.166.165,216.59.27.70,21919,15521,UDP,346,0
2024-08-24 09:19:54,208.231.253.204,152.164.233.169,11396,9364,UDP,11468,0
2024-08-27 00:27:47,198.185.129.57,3.116.1.104,2974,11791,ICMP,8156,0
2024-08-26 08:55:13,7.243.154.158,71.179.78.126,12057,49659,UDP,1903,0
2024-08-09 14:51:30,63.31.64.62,115.90.181.45,52501,8006,ICMP,3418,0
2024-08-22 09:10:15,142.208.18.145,190.230.26.29,34680,29621,ICMP,7481,0
2024-08-16 22:13:27,114.120.156.230,56.70.152.58,3384,42296,TCP,2809,0
2024-08-12 22:28:14,134.36.216.69,74.97.113.103,35984,15543,ICMP,10030,0
2024-08-25 03:04:29,46.41.186.137,126.76.70.237,24411,55685,UDP,4670,0
2024-08-07 15:00:10,117.168.61.123,123.144.25.211,22704,4380,ICMP,1720,0
2024-08-16 00:03:56,78.58.229.128,164.17.160.171,32896,60548,UDP,12936,0
2024-08-01 00:38:43,230.252.154.92,58.187.159.121,16479,2381,TCP,11410,0
2024-08-07 08:37:40,6.253.71.57,14.206.33.176,48448,13538,TCP,3116,0
2024-08-21 11:05:26,236.147.77.232,79.197.91.253,58796,28407,ICMP,2668,0
2024-08-22 21:24:10,105.74.43.168,240.237.167.253,33730,57418,UDP,4108,0
2024-08-03 06:28:10,102.70.96.243,187.187.61.245,2634,41144,UDP,7957,0
2024-08-27 21:04:25,76.90.156.96,118.121.195.85,59842,17807,UDP,8155,0
2024-08-30 15:09:02,139.137.200.2,34.235.76.153,23111,31710,TCP,4821,0
2024-08-27 05:04:30,130.154.44.200,200.39.206.245,37716,60831,TCP,3253,0
2024-08-08 18:18:54,11.31.159.255,205.250.66.92,38750,10927,TCP,13583,0
2024-08-06 17:32:29,214.7.9.169,182.0.11.116,59300,59696,ICMP,12825,0
2024-08-22 20:27:27,2.32.22.102,234.154.20.241,11273,39259,UDP,8677,0
2024-08-20 14:01:13,142.46.228.27,118.153.46.48,25370,51643,ICMP,7934,0
2024-08-06 11:04:49,231.94.178.136,48.195.197.123,25517,50623,TCP,6137,0
2024-08-26 06:29:05,122.128.245.46,40.48.232.12,20936,47258,TCP,6726,0
2024-08-22 04:27:39,108.249.76.192,218.220.252.199,54624,35271,ICMP,12021,0
2024-08-26 08:31:12,241.109.180.47,197.159.85.215,29333,11415,TCP,5972,0
2024-08-26 02:11:17,157.63.165.107,164.139.120.129,42713,20198,UDP,3917,0
2024-08-19 22:35:28,191.157.246.53,240.45.252.136,45629,9094,ICMP,9811,0
2024-08-03 23:47:52,168.112.82.27,21.95.92.154,17685,34484,ICMP,13012,1
2024-08-01 14:38:49,226.108.65.63,23.98.34.226,27938,28793,ICMP,14713,0
2024-08-01 09:41:35,45.5.190.210,22.8.235.198,4515,31465,ICMP,10886,0
2024-08-05 07:02:04,73.13.57.104,231.154.217.241,26058,29428,ICMP,2107,0
2024-08-25 16:45:46,0.145.94.29,141.146.157.218,23713,34839,ICMP,13987,0
2024-08-12 10:57:10,194.26.6.170,162.87.255.95,28119,50330,UDP,12700,0
2024-08-08 23:31:13,171.141.241.14,120.129.49.83,5565,5046,ICMP,12843,0
2024-08-22 06:11:36,183.122.55.250,203.34.165.236,61044,65392,ICMP,277,0
2024-08-10 14:41:01,34.139.177.204,15.62.11.117,62552,58958,UDP,12583,0
2024-08-07 02:05:42,174.4.247.110,97.47.39.92,45340,56421,TCP,2882,0
2024-08-08 12:19:54,90.72.221.241,153.66.54.30,19408,57432,ICMP,1636,0
2024-08-06 07:08:48,143.150.204.100,250.30.246.121,35341,39556,UDP,1364,0
2024-08-30 15:19:48,159.93.157.80,180.230.186.11,10613,15353,UDP,14505,0
2024-08-30 16:08:55,44.6.1.177,188.32.119.154,40794,50177,UDP,12649,0
2024-08-28 05:06:39,247.134.134.60,141.185.218.129,62593,23360,TCP,13928,0
2024-08-16 08:59:48,216.205.10.115,48.252.1.87,25102,44067,ICMP,5626,0
2024-08-06 04:14:57,196.118.246.239,60.147.11.159,11644,33952,ICMP,8222,0
2024-08-11 00:20:03,205.14.0.227,161.93.23.174,42920,51765,UDP,7946,0
